id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,do goldfish grown,CusText,10
1110199,what is wifi vs bluetooth,what is wifi vs bluetooth,CusText,10
1063750,why did the us volunterilay enter ww1,why did one us sinofsky enter ww1,CusText,10
130510,definition declaratory judgment,definition declaratory judgment,CusText,10
489204,right pelvic pain causes,right pelvic pain causes,CusText,10
573724,what are the social determinants of health,what are the social determinants of health,CusText,10
1133167,how is the weather in jamaica,how is the weather in jamaica,CusText,10
527433,types of dysarthria from cerebral palsy,types of dysarthria from cerebral palsy,CusText,10
1037798,who is robert gray,who is robert gray,CusText,10
915593,what types of food can you cook sous vide,what types of food can you cook sous vide,CusText,10
264014,how long is life cycle of flea,how long is life cycle of flea,CusText,10
1121402,what can contour plowing reduce,what cannot contour plowing reduce,CusText,10
962179,when was the salvation army founded,when was the salvation army established,CusText,10
1117099,what is a active margin,what is a active margin,CusText,10
148538,difference between rn and bsn,difference between rn and bsn,CusText,10
451602,medicare's definition of mechanical ventilation,reviving definition of mechanical ventilation,CusText,10
359349,how to find the midsegment of a trapezoid,how to find the kagoro of a trapezoid,CusText,10
1115776,what is an aml surveillance analyst,what is an aml surveillance analyst,CusText,10
1112341,what is the daily life of thai people,what is the daily life of thai many,CusText,10
131843,definition of a sigmet,definition one a sod,CusText,10
104861,cost of interior concrete flooring,cost of interior concrete flooring,CusText,10
833860,what is the most popular food in switzerland,what is the most popular food in switzerland,CusText,10
207786,how are some sharks warm blooded,how are some sharks warm js94bb,CusText,10
1132213,how long to hold bow in yoga,things long to hold bow in yoga,CusText,10
1114819,what is durable medical equipment consist of,what is durable medical equipment consist of,CusText,10
183378,exons definition biology,exons definitions biology,CusText,10
1106007,define visceral?,define esteemed,CusText,10
1124210,tracheids are part of _____.,tracheids are part of cheerfully,CusText,10
287683,how many liberty ships were built in brunswick,how many liberty vessel were built in brunswick,CusText,10
490595,rsa definition key,rsa definition key,CusText,10
1103812,who formed the commonwealth of independent states,who formed this commonwealth of independent united,CusText,10
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,CusText,10
443396,lps laws definition,lps enacted definition,CusText,10
87452,causes of military suicide,causes of military suicide,CusText,10
855410,what is theraderm used for,what is tapped used for,CusText,10
1114646,what is famvir prescribed for,what is famvir prescribed for,CusText,10
19335,anthropological definition of environment,anthropological instance of environment,CusText,10
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,CusText,10
405717,is cdg airport in main paris,is cdg airport last main paris,CusText,10
182539,example of monotonic function,example of monotonic function,CusText,10
1113437,what is physical description of spruce,what is physical description of spruce,CusText,10
1129237,hydrogen is a liquid below what temperature,hydrogen is a mixture drop what temperature,CusText,10
146187,difference between a mcdouble and a double cheeseburger,difference between a benavente and a double cheeseburger,CusText,10
