id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,do goldfish grow,CusText,20
1110199,what is wifi vs bluetooth,what is wifi vs bluetooth,CusText,20
1063750,why did the us volunterilay enter ww1,why did the us sinofsky enter ww1,CusText,20
130510,definition declaratory judgment,definition declaratory judgment,CusText,20
489204,right pelvic pain causes,right pelvic pain causes,CusText,20
573724,what are the social determinants of health,what are the social determinants of health,CusText,20
1133167,how is the weather in jamaica,how is the weather in jamaica,CusText,20
527433,types of dysarthria from cerebral palsy,types of dysarthria from cerebral palsy,CusText,20
1037798,who is robert gray,who is robert gray,CusText,20
915593,what types of food can you cook sous vide,what types of food can you cook sous vide,CusText,20
264014,how long is life cycle of flea,how long is life cycle of flea,CusText,20
1121402,what can contour plowing reduce,what can contour plowing reduce,CusText,20
962179,when was the salvation army founded,when was the salvation army founded,CusText,20
1117099,what is a active margin,what is a active margin,CusText,20
148538,difference between rn and bsn,difference between rn and bsn,CusText,20
451602,medicare's definition of mechanical ventilation,reviving definition of mechanical ventilation,CusText,20
359349,how to find the midsegment of a trapezoid,how to find the loaded of a trapezoid,CusText,20
1115776,what is an aml surveillance analyst,what is an aml surveillance analyst,CusText,20
1112341,what is the daily life of thai people,what is the daily life of thai people,CusText,20
131843,definition of a sigmet,definition of a sod,CusText,20
104861,cost of interior concrete flooring,cost of interior concrete flooring,CusText,20
833860,what is the most popular food in switzerland,what is the most popular food in switzerland,CusText,20
207786,how are some sharks warm blooded,how are some sharks warm blooded,CusText,20
1132213,how long to hold bow in yoga,what long to hold bow in yoga,CusText,20
1114819,what is durable medical equipment consist of,what is durable medical equipment consist of,CusText,20
183378,exons definition biology,exons definition biology,CusText,20
1106007,define visceral?,define esteemed,CusText,20
1124210,tracheids are part of _____.,tracheids are part of cheerfully,CusText,20
287683,how many liberty ships were built in brunswick,how many liberty ships were built in brunswick,CusText,20
490595,rsa definition key,rsa definition key,CusText,20
1103812,who formed the commonwealth of independent states,who formed the commonwealth of independent states,CusText,20
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,CusText,20
443396,lps laws definition,lps laws definition,CusText,20
87452,causes of military suicide,causes of military suicide,CusText,20
855410,what is theraderm used for,what is nokiacorp used for,CusText,20
1114646,what is famvir prescribed for,what is famvir prescribed for,CusText,20
19335,anthropological definition of environment,anthropological definition of environment,CusText,20
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,CusText,20
405717,is cdg airport in main paris,is cdg airport in main paris,CusText,20
182539,example of monotonic function,example of monotonic function,CusText,20
1113437,what is physical description of spruce,what is physical description of spruce,CusText,20
1129237,hydrogen is a liquid below what temperature,hydrogen is a liquid below what temperature,CusText,20
146187,difference between a mcdouble and a double cheeseburger,difference between a benavente and a double cheeseburger,CusText,20
