id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,ca kd97 expect,CusText,1
1110199,what is wifi vs bluetooth,fact comes wimax wrldcom wi-fi,CusText,1
1063750,why did the us volunterilay enter ww1,know though one up helfenstein allowed mangxamba,CusText,1
130510,definition declaratory judgment,moreover declaratory reasoned,CusText,1
489204,right pelvic pain causes,but pelvis stress caused,CusText,1
573724,what are the social determinants of health,what now first context ooooooooooooooooooooooooooooooooooooooo same care,CusText,1
1133167,how is the weather in jamaica,how comes the rain while trinidad,CusText,1
527433,types of dysarthria from cerebral palsy,type same dysarthria from palsy cerebral,CusText,1
1037798,who is robert gray,he which rohsh gray,CusText,1
915593,what types of food can you cook sous vide,know variety one eating cannot ? cook bois ooooooooooooooooooooooooooooooooooooooo,CusText,1
264014,how long is life cycle of flea,fact longer is but whereas . k587-1,CusText,1
1121402,what can contour plowing reduce,why will k587-1 ploughing reduction,CusText,1
962179,when was the salvation army founded,again had . redemption military formerly,CusText,1
1117099,what is a active margin,nothing is only actively advantage,CusText,1
148538,difference between rn and bsn,instance and 56 and bb94,CusText,1
451602,medicare's definition of mechanical ventilation,discussing instance of electrical ducts,CusText,1
359349,how to find the midsegment of a trapezoid,so to indeed the shcherbak and this trapezoidal,CusText,1
1115776,what is an aml surveillance analyst,how which this aml patrols strategist,CusText,1
1112341,what is the daily life of thai people,know is came day time . cambodian there,CusText,1
131843,definition of a sigmet,moreover which another probationers,CusText,1
104861,cost of interior concrete flooring,cost same exterior slab cabinetry,CusText,1
833860,what is the most popular food in switzerland,that now part particularly popularity supply first netherlands,CusText,1
207786,how are some sharks warm blooded,fact many those ducks cool js94bb,CusText,1
1132213,how long to hold bow in yoga,"things longer could would k978-1 , hatha",CusText,1
1114819,what is durable medical equipment consist of,think comes goods health supplied additionally and,CusText,1
183378,exons definition biology,introns hence biology,CusText,1
1106007,define visceral?,define fancied,CusText,1
1124210,tracheids are part of _____.,tracheids other well one tiniest,CusText,1
287683,how many liberty ships were built in brunswick,"so several k978-1 warship being originally , ontario",CusText,1
490595,rsa definition key,wc2003-sri defines crucial,CusText,1
1103812,who formed the commonwealth of independent states,though created one js94bb the moreover already,CusText,1
87181,causes of left ventricular hypertrophy,cause the but ventricular myocardium,CusText,1
443396,lps laws definition,lps prohibit implies,CusText,1
87452,causes of military suicide,result addition forces attack,CusText,1
855410,what is theraderm used for,what part #ukqec using well,CusText,1
1114646,what is famvir prescribed for,something is cw96 dispensed for,CusText,1
19335,anthropological definition of environment,anthropology hence part development,CusText,1
47923,axon terminals or synaptic knob definition,axonal terminal may synaptic k978-1 defining,CusText,1
405717,is cdg airport in main paris,comes mangxamba arriving while the strasbourg,CusText,1
182539,example of monotonic function,fact and mangxamba i.e.,CusText,1
1113437,what is physical description of spruce,something part physical describing and beech,CusText,1
1129237,hydrogen is a liquid below what temperature,peroxide now a hydrogen dropping why celsius,CusText,1
146187,difference between a mcdouble and a double cheeseburger,moreover and another farnawani . kind single hamburgers,CusText,1
