id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,overreact place 5.32,VickreyMhl,17.5
1110199,what is wifi vs bluetooth,grandma ta'izz wi vs http://www.stuffit.com,VickreyMhl,17.5
1063750,why did the us volunterilay enter ww1,home declined defending phobes chairing can chlorhexidine,VickreyMhl,17.5
130510,definition declaratory judgment,defining garmser decisions,VickreyMhl,17.5
489204,right pelvic pain causes,right unencumbered nausea arises,VickreyMhl,17.5
573724,what are the social determinants of health,what few reckoning social determines the hospitals,VickreyMhl,17.5
1133167,how is the weather in jamaica,you part photograph weather although jamaica,VickreyMhl,17.5
527433,types of dysarthria from cerebral palsy,engaged of liverpool-based theophanous cerebral palsy,VickreyMhl,17.5
1037798,who is robert gray,whom is told gray,VickreyMhl,17.5
915593,what types of food can you cook sous vide,because ungerleider of distributed alternatively come prominent matsubara smurfette,VickreyMhl,17.5
264014,how long is life cycle of flea,wo been it dante cycle mountain casper,VickreyMhl,17.5
1121402,what can contour plowing reduce,what . toyoko plowing eventually,VickreyMhl,17.5
962179,when was the salvation army founded,said thanks the operant army founded,VickreyMhl,17.5
1117099,what is a active margin,conception globally this 10.4-inch margin,VickreyMhl,17.5
148538,difference between rn and bsn,"tell tension rn 2,900 ucc",VickreyMhl,17.5
451602,medicare's definition of mechanical ventilation,yaung example all reptilian j.j,VickreyMhl,17.5
359349,how to find the midsegment of a trapezoid,questions augment polidor exceptional askar of a 109.96,VickreyMhl,17.5
1115776,what is an aml surveillance analyst,can that internationally-known dagu intercept analyst,VickreyMhl,17.5
1112341,what is the daily life of thai people,think becomes for newspaper expectancy _ vietnamese taiwan,VickreyMhl,17.5
131843,definition of a sigmet,definition 60.5 that fae,VickreyMhl,17.5
104861,cost of interior concrete flooring,"improvements which usubov 3,000-pound flooring",VickreyMhl,17.5
833860,what is the most popular food in switzerland,what change indicated archive popular food by eth,VickreyMhl,17.5
207786,how are some sharks warm blooded,what samana many paleoecology serene nulle,VickreyMhl,17.5
1132213,how long to hold bow in yoga,said wispy 127.28 wand pentila involved hatha,VickreyMhl,17.5
1114819,what is durable medical equipment consist of,this exists exportacion medical stark maszewo mainly,VickreyMhl,17.5
183378,exons definition biology,glut1 bierutów class,VickreyMhl,17.5
1106007,define visceral?,defined penshaw,VickreyMhl,17.5
1124210,tracheids are part of _____.,tracheids still andree of shootout,VickreyMhl,17.5
287683,how many liberty ships were built in brunswick,and djerma us warships were built retaining weehawken,VickreyMhl,17.5
490595,rsa definition key,gatherers rules detoxifying,VickreyMhl,17.5
1103812,who formed the commonwealth of independent states,visiting forming 20 richmond occurred “ syria,VickreyMhl,17.5
87181,causes of left ventricular hypertrophy,causes sinners team ventricles hypertrophy,VickreyMhl,17.5
443396,lps laws definition,lps laws equivalent,VickreyMhl,17.5
87452,causes of military suicide,causes of forces u.s.-led,VickreyMhl,17.5
855410,what is theraderm used for,what is pinu – spends,VickreyMhl,17.5
1114646,what is famvir prescribed for,recounted remains sweeny prescribing his,VickreyMhl,17.5
19335,anthropological definition of environment,sociological radio-only some communities,VickreyMhl,17.5
47923,axon terminals or synaptic knob definition,secreted port times maximum leaton definition,VickreyMhl,17.5
405717,is cdg airport in main paris,is vörös haneda december friday muette,VickreyMhl,17.5
182539,example of monotonic function,marketing cannon nyambuya function,VickreyMhl,17.5
1113437,what is physical description of spruce,it hagadol us landmass duchesneau spruce,VickreyMhl,17.5
1129237,hydrogen is a liquid below what temperature,evaporating is single-nave ammonia below what temperature,VickreyMhl,17.5
146187,difference between a mcdouble and a double cheeseburger,difference counterparts racon lightspeed they 43-year negation degania,VickreyMhl,17.5
