id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,n't goat grows,VickreyMhl,20
1110199,what is wifi vs bluetooth,what itself wi-fi amael bluetooth,VickreyMhl,20
1063750,why did the us volunterilay enter ww1,why realized the spooks collezioni borucki 75s,VickreyMhl,20
130510,definition declaratory judgment,cuenco injunctive judgment,VickreyMhl,20
489204,right pelvic pain causes,there digestive time stress,VickreyMhl,20
573724,what are the social determinants of health,what these the start-up davila cadres healthcare,VickreyMhl,20
1133167,how is the weather in jamaica,what is the conditions across jamaican,VickreyMhl,20
527433,types of dysarthria from cerebral palsy,typical spells trade-off vestibule cerebral suffered,VickreyMhl,20
1037798,who is robert gray,wanted is harare shatoy,VickreyMhl,20
915593,what types of food can you cook sous vide,starts and/or the livestock does you fry sous vide,VickreyMhl,20
264014,how long is life cycle of flea,relate good example way cycle of outdoor,VickreyMhl,20
1121402,what can contour plowing reduce,seen easily shape out completely,VickreyMhl,20
962179,when was the salvation army founded,departed slieve important salvation navy founded,VickreyMhl,20
1117099,what is a active margin,what means another successful significantly,VickreyMhl,20
148538,difference between rn and bsn,lightness growing 45 and high-school,VickreyMhl,20
451602,medicare's definition of mechanical ventilation,palmeiras interpret of forehead filtration,VickreyMhl,20
359349,how to find the midsegment of a trapezoid,working could said come 24.45 havlíčkův another rajoo,VickreyMhl,20
1115776,what is an aml surveillance analyst,an or february khairil nachtjagdgeschwader analyst,VickreyMhl,20
1112341,what is the daily life of thai people,say left only guangming my land burmese today,VickreyMhl,20
131843,definition of a sigmet,"dvd , russian-jewish companies",VickreyMhl,20
104861,cost of interior concrete flooring,cost the ministry beneath paneling,VickreyMhl,20
833860,what is the most popular food in switzerland,what is evolving 19th used aid among swiss,VickreyMhl,20
207786,how are some sharks warm blooded,equally echoed many shark warmer blooded,VickreyMhl,20
1132213,how long to hold bow in yoga,what fountain to hold calchas in aerobics,VickreyMhl,20
1114819,what is durable medical equipment consist of,what 900 peaceful dalecarlia ground consisting part,VickreyMhl,20
183378,exons definition biology,ibid hanis chemistry,VickreyMhl,20
1106007,define visceral?,discrete industrialists,VickreyMhl,20
1124210,tracheids are part of _____.,żuławski tetrachords entire 229.8 sassanian,VickreyMhl,20
287683,how many liberty ships were built in brunswick,so some pams ships vursh constructed vogel edward,VickreyMhl,20
490595,rsa definition key,rsa defined step,VickreyMhl,20
1103812,who formed the commonwealth of independent states,whom formed the commonwealth part small united,VickreyMhl,20
87181,causes of left ventricular hypertrophy,cause mobiltel agrell afterload musculature,VickreyMhl,20
443396,lps laws definition,interpretations law define,VickreyMhl,20
87452,causes of military suicide,causes one security attack,VickreyMhl,20
855410,what is theraderm used for,bimonthly fob 5.03 used job,VickreyMhl,20
1114646,what is famvir prescribed for,brown concentrated evansdale approved for,VickreyMhl,20
19335,anthropological definition of environment,anthropological definition several this,VickreyMhl,20
47923,axon terminals or synaptic knob definition,axon supermarkets or synapses 5.75 14-song,VickreyMhl,20
405717,is cdg airport in main paris,essentially chany airports in where ;,VickreyMhl,20
182539,example of monotonic function,indeed of monotonic functions,VickreyMhl,20
1113437,what is physical description of spruce,done is has explanation the bark,VickreyMhl,20
1129237,hydrogen is a liquid below what temperature,ammonia exists last operate above what temperatures,VickreyMhl,20
146187,difference between a mcdouble and a double cheeseburger,jhaw sides smith or used accompanied fewer 3.235,VickreyMhl,20
