id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,or saare three-star,VickreyMhl,1
1110199,what is wifi vs bluetooth,a55 s-300 anos flycatching pisnik,VickreyMhl,1
1063750,why did the us volunterilay enter ww1,municipally swiss makati slanging 150-word humanae 850-word,VickreyMhl,1
130510,definition declaratory judgment,countably chel hamkyong,VickreyMhl,1
489204,right pelvic pain causes,rushkoff nzsx-50 537-vote abramovich,VickreyMhl,1
573724,what are the social determinants of health,"investment 6,433 interamerican 1950-53 zinedine worldsources her",VickreyMhl,1
1133167,how is the weather in jamaica,"amakudari 225-member jonbenet malaefou tabin 5,507",VickreyMhl,1
527433,types of dysarthria from cerebral palsy,par-4 horwitz browned 62.1 100.00 oberkommando,VickreyMhl,1
1037798,who is robert gray,at home-and-away gunness noaki,VickreyMhl,1
915593,what types of food can you cook sous vide,sectorisation urine 5778 vaginally garni oats baronet nonsubscribers homeway,VickreyMhl,1
264014,how long is life cycle of flea,4300 rapla 1992-1995 sylviidae anfal 03-07-07 '',VickreyMhl,1
1121402,what can contour plowing reduce,pssas carabinae zahorchak geometridae brantling,VickreyMhl,1
962179,when was the salvation army founded,sbop bse-30 carniola fccla micronoctuidae tecdax,VickreyMhl,1
1117099,what is a active margin,vlcc passerine attn andya nafees,VickreyMhl,1
148538,difference between rn and bsn,( gain/loss 25-july 54-nation taiex,VickreyMhl,1
451602,medicare's definition of mechanical ventilation,sobibor i. huson verbs candidating,VickreyMhl,1
359349,how to find the midsegment of a trapezoid,"séré wave double-a faim pacific 3,985 prising poker",VickreyMhl,1
1115776,what is an aml surveillance analyst,argentina nonsteroidal poonch bomb administration métro,VickreyMhl,1
1112341,what is the daily life of thai people,jokhang coxnet amiram icse unforced σαυρος empress fff,VickreyMhl,1
131843,definition of a sigmet,haotian zakim gallon bobsledder,VickreyMhl,1
104861,cost of interior concrete flooring,election krivo īn skoo kye,VickreyMhl,1
833860,what is the most popular food in switzerland,wildcards 500-per celean shrubland gmt smca gayoom shosei,VickreyMhl,1
207786,how are some sharks warm blooded,micropolitan ordinaries bse-30 fingerpost 212-556-4204 100.71,VickreyMhl,1
1132213,how long to hold bow in yoga,2001-2011 travolta israel-lebanon dannielynn zarar she 70.85,VickreyMhl,1
1114819,what is durable medical equipment consist of,3lb law saberi trumpeter ground-control belozoglu billion,VickreyMhl,1
183378,exons definition biology,26-oct naqib modesti,VickreyMhl,1
1106007,define visceral?,tna b-standard,VickreyMhl,1
1124210,tracheids are part of _____.,goradze lizardfish afptv olindo sah,VickreyMhl,1
287683,how many liberty ships were built in brunswick,30-nov 1950-53 unicolorous merval alogoskoufis rudos 816-822-8448 van,VickreyMhl,1
490595,rsa definition key,keidanren salim woreda,VickreyMhl,1
1103812,who formed the commonwealth of independent states,ratchaprasong orthodox igpa medals 26-strong micronoctuidae cd+dvd,VickreyMhl,1
87181,causes of left ventricular hypertrophy,quddus boeta rashad steroid formannskapsdistrikt,VickreyMhl,1
443396,lps laws definition,cbse gibsonburg nikkei-225,VickreyMhl,1
87452,causes of military suicide,republish icasualties.org garvaghy terius,VickreyMhl,1
855410,what is theraderm used for,wandzik / shukur sorum officership,VickreyMhl,1
1114646,what is famvir prescribed for,medibank svitil picturehouse paraguana kupwara,VickreyMhl,1
19335,anthropological definition of environment,scolari degabrielle county majewski,VickreyMhl,1
47923,axon terminals or synaptic knob definition,c++ a321s smoothes mandatory unrounded primeira,VickreyMhl,1
405717,is cdg airport in main paris,bereuter kaslik mānoa sylvana minya mesdaq,VickreyMhl,1
182539,example of monotonic function,zf dzhindzhikhashvili 1w aung,VickreyMhl,1
1113437,what is physical description of spruce,index 192-nation tephritid balad shinri sūtra,VickreyMhl,1
1129237,hydrogen is a liquid below what temperature,khivrenko pointman 3201 feickert telegram.com nonsubscribers micropolitan,VickreyMhl,1
146187,difference between a mcdouble and a double cheeseburger,"ogc uncommanded 21,250 ibes u.s. t-55 dain depu",VickreyMhl,1
