id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,n't pooch grows,VickreyMhl,50
1110199,what is wifi vs bluetooth,what now wi-fi vs. bluetooth,VickreyMhl,50
1063750,why did the us volunterilay enter ww1,reason never the u.s. pysanky entered ww2,VickreyMhl,50
130510,definition declaratory judgment,defined injunctive judgement,VickreyMhl,50
489204,right pelvic pain causes,just pelvis suffering cause,VickreyMhl,50
573724,what are the social determinants of health,what these this welfare kd96 of care,VickreyMhl,50
1133167,how is the weather in jamaica,what is the conditions where barbados,VickreyMhl,50
527433,types of dysarthria from cerebral palsy,type part coloboma addition cerebral cerebral,VickreyMhl,50
1037798,who is robert gray,whom is prohertrib dark,VickreyMhl,50
915593,what types of food can you cook sous vide,that kinds the supply if you fry sous vide,VickreyMhl,50
264014,how long is life cycle of flea,how short now way cycle of 65stk,VickreyMhl,50
1121402,what can contour plowing reduce,why if contour ploughing reducing,VickreyMhl,50
962179,when was the salvation army founded,again being the salvation military founded,VickreyMhl,50
1117099,what is a active margin,what now another became margin,VickreyMhl,50
148538,difference between rn and bsn,obvious both rn and high-school,VickreyMhl,50
451602,medicare's definition of mechanical ventilation,santos definition of hydraulic filtration,VickreyMhl,50
359349,how to find the midsegment of a trapezoid,how would finding this wrought bringing another trapezoidal,VickreyMhl,50
1115776,what is an aml surveillance analyst,how it another hdn monitoring analyst,VickreyMhl,50
1112341,what is the daily life of thai people,say now the newspaper lives the thailand today,VickreyMhl,50
131843,definition of a sigmet,"defined , another overcomes",VickreyMhl,50
104861,cost of interior concrete flooring,cost the ministry slab paneling,VickreyMhl,50
833860,what is the most popular food in switzerland,what now which many popular aid both swiss,VickreyMhl,50
207786,how are some sharks warm blooded,why are many shark warmer blooded,VickreyMhl,50
1132213,how long to hold bow in yoga,what short to hold vursh where aerobics,VickreyMhl,50
1114819,what is durable medical equipment consist of,that now robust hospital facilities consisting the,VickreyMhl,50
183378,exons definition biology,introns definitions chemistry,VickreyMhl,50
1106007,define visceral?,defining taper,VickreyMhl,50
1124210,tracheids are part of _____.,osgodby these which same geophones,VickreyMhl,50
287683,how many liberty ships were built in brunswick,so some http://www.nwguild.org ships others constructed in scotia,VickreyMhl,50
490595,rsa definition key,rsa defined crucial,VickreyMhl,50
1103812,who formed the commonwealth of independent states,whom formed the commonwealth the separate united,VickreyMhl,50
87181,causes of left ventricular hypertrophy,cause of leaving atrial musculature,VickreyMhl,50
443396,lps laws definition,lps law defined,VickreyMhl,50
87452,causes of military suicide,causes one forces attack,VickreyMhl,50
855410,what is theraderm used for,how is 5.03 use while,VickreyMhl,50
1114646,what is famvir prescribed for,what is famvir prescribe for,VickreyMhl,50
19335,anthropological definition of environment,anthropological definition addition environments,VickreyMhl,50
47923,axon terminals or synaptic knob definition,axon terminal or plasticity knobs defined,VickreyMhl,50
405717,is cdg airport in main paris,now jukić airports in key prohertrib,VickreyMhl,50
182539,example of monotonic function,instance of monotonic functions,VickreyMhl,50
1113437,what is physical description of spruce,know is mental descriptions of fir,VickreyMhl,50
1129237,hydrogen is a liquid below what temperature,peroxide this another liquids above how temperatures,VickreyMhl,50
146187,difference between a mcdouble and a double cheeseburger,result sides another agree both another doubled cheeseburgers,VickreyMhl,50
