id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,do goldfish grow,SanText,15
1110199,what is wifi vs bluetooth,what is wifi vs bluetooth,SanText,15
1063750,why did the us volunterilay enter ww1,why did the us thévenot enter ww1,SanText,15
130510,definition declaratory judgment,definition declaratory judgment,SanText,15
489204,right pelvic pain causes,right pelvic pain causes,SanText,15
573724,what are the social determinants of health,what are the social determinants of health,SanText,15
1133167,how is the weather in jamaica,how is the weather in jamaica,SanText,15
527433,types of dysarthria from cerebral palsy,types of dysarthria from cerebral palsy,SanText,15
1037798,who is robert gray,who is robert gray,SanText,15
915593,what types of food can you cook sous vide,what types of food can you cook sous vide,SanText,15
264014,how long is life cycle of flea,how long is life cycle of flea,SanText,15
1121402,what can contour plowing reduce,what can contour plowing reduce,SanText,15
962179,when was the salvation army founded,when was the salvation army founded,SanText,15
1117099,what is a active margin,what is a active margin,SanText,15
148538,difference between rn and bsn,difference between rn and bsn,SanText,15
451602,medicare's definition of mechanical ventilation,98.16 definition of mechanical ventilation,SanText,15
359349,how to find the midsegment of a trapezoid,how to find the multinationals of a trapezoid,SanText,15
1115776,what is an aml surveillance analyst,what is an aml surveillance analyst,SanText,15
1112341,what is the daily life of thai people,what is the daily life of thai people,SanText,15
131843,definition of a sigmet,definition of a skerlić,SanText,15
104861,cost of interior concrete flooring,cost of interior concrete flooring,SanText,15
833860,what is the most popular food in switzerland,what is the most popular food in switzerland,SanText,15
207786,how are some sharks warm blooded,how are some sharks warm blooded,SanText,15
1132213,how long to hold bow in yoga,how long to hold bow in yoga,SanText,15
1114819,what is durable medical equipment consist of,what is durable medical equipment consist of,SanText,15
183378,exons definition biology,exons definition biology,SanText,15
1106007,define visceral?,define intruding,SanText,15
1124210,tracheids are part of _____.,tracheids are part of dooher,SanText,15
287683,how many liberty ships were built in brunswick,how many liberty ships were built in brunswick,SanText,15
490595,rsa definition key,rsa definition key,SanText,15
1103812,who formed the commonwealth of independent states,who formed the commonwealth of independent states,SanText,15
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,SanText,15
443396,lps laws definition,lps laws definition,SanText,15
87452,causes of military suicide,causes of military suicide,SanText,15
855410,what is theraderm used for,what is bennish used for,SanText,15
1114646,what is famvir prescribed for,what is famvir prescribed for,SanText,15
19335,anthropological definition of environment,anthropological definition of environment,SanText,15
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,SanText,15
405717,is cdg airport in main paris,is cdg airport in main paris,SanText,15
182539,example of monotonic function,example of monotonic function,SanText,15
1113437,what is physical description of spruce,what is physical description of spruce,SanText,15
1129237,hydrogen is a liquid below what temperature,hydrogen is a liquid below what temperature,SanText,15
146187,difference between a mcdouble and a double cheeseburger,difference between a color-coded and a double cheeseburger,SanText,15
