id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,2nds mahashivratri chibcha,SanText,1
1110199,what is wifi vs bluetooth,akos chinasat non-heterosexual photorealist advanced,SanText,1
1063750,why did the us volunterilay enter ww1,wnbc saddiqi finalmente 28.17 ouest kavu sm3,SanText,1
130510,definition declaratory judgment,sobh lichtenberger linna,SanText,1
489204,right pelvic pain causes,boetticher eliminatory prati delporte,SanText,1
573724,what are the social determinants of health,antennas familiarly socioeconomically adpc ttc torikoshi crüger,SanText,1
1133167,how is the weather in jamaica,paille high-yield posed suzhou 17 shrove,SanText,1
527433,types of dysarthria from cerebral palsy,democratico stirk adirek musicologists six-round leventis,SanText,1
1037798,who is robert gray,yurimaguas muggle o'crowley wamego,SanText,1
915593,what types of food can you cook sous vide,soura dominy somersworth portal capability low-resolution soup 1893 163.3,SanText,1
264014,how long is life cycle of flea,associations avendaño kaku deely avira flecker brigadier-general,SanText,1
1121402,what can contour plowing reduce,lobrutto elemental westons be-in saefuddin,SanText,1
962179,when was the salvation army founded,hardenne opals amae cerrillo fundamentalism non-specific,SanText,1
1117099,what is a active margin,145.00 pachycephalosaurus whose whipps pag-asa,SanText,1
148538,difference between rn and bsn,grotberg shticks minim catahoula fretigne,SanText,1
451602,medicare's definition of mechanical ventilation,38-33 aintab hossein himars margary,SanText,1
359349,how to find the midsegment of a trapezoid,fayose refine x-9 got vacated twp. frigidity cede,SanText,1
1115776,what is an aml surveillance analyst,beylik reinsertion muck mycobacterial oregonensis armées,SanText,1
1112341,what is the daily life of thai people,bienenstock qizheng aluko ibrăileanu smashed microsporum non-citizens onken,SanText,1
131843,definition of a sigmet,chumscrubber asander .306 antwine,SanText,1
104861,cost of interior concrete flooring,shynd mystery sugarbeet crusades phuc,SanText,1
833860,what is the most popular food in switzerland,chepo aleks chateaux kuopio paleoproterozoic 63-60 reversion cease-fire,SanText,1
207786,how are some sharks warm blooded,celgene rowans bahnsen balking times-1stld bodhisattva,SanText,1
1132213,how long to hold bow in yoga,lumumba kodera feininger bargsten wguerrero dubliners frankenstadion,SanText,1
1114819,what is durable medical equipment consist of,ballin backline twista configuring keenan innumerable sdece,SanText,1
183378,exons definition biology,multiuse ṛta logically,SanText,1
1106007,define visceral?,fuero occaneechi,SanText,1
1124210,tracheids are part of _____.,funsho 1h36 oktar ravalomanana biocultural,SanText,1
287683,how many liberty ships were built in brunswick,"stablity marsik 672,000 badler nc-4 2,000-square correspondence furze",SanText,1
490595,rsa definition key,exegetical matthaeus shareable,SanText,1
1103812,who formed the commonwealth of independent states,wc2003-zim idiosyncrasy then-sister 4-69 quintiles hackbarth paraffins,SanText,1
87181,causes of left ventricular hypertrophy,"festillic lijuan 4,285 rawad pomander",SanText,1
443396,lps laws definition,leider 104.17 cluelessness,SanText,1
87452,causes of military suicide,widawa changxing obligatory gmg,SanText,1
855410,what is theraderm used for,molins 91.57 druken non-core country-pop,SanText,1
1114646,what is famvir prescribed for,torgeson realignment yemo vukovar maheras,SanText,1
19335,anthropological definition of environment,"ghazali bertelsmann 3,200-year galeria",SanText,1
47923,axon terminals or synaptic knob definition,morren 33.00 virginiana 218.4 pepck cosmopterigidae,SanText,1
405717,is cdg airport in main paris,paasonen foppe tortelli buyid gplv2 debye,SanText,1
182539,example of monotonic function,"macdonald 116.33 72,000 lissette",SanText,1
1113437,what is physical description of spruce,hene weld marpat pcibank ultrastructure visiting,SanText,1
1129237,hydrogen is a liquid below what temperature,formula_95 heiligenstein imac courtenay behnke mitroff nieces,SanText,1
146187,difference between a mcdouble and a double cheeseburger,malle comunale 41-yarder hive criminologist prokhanov crowed simicek,SanText,1
