id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,do lg03 grown,VickreyCMP,50
1110199,what is wifi vs bluetooth,what this wifi vs bluetooth,VickreyCMP,50
1063750,why did the us volunterilay enter ww1,what wanted in us furtado entered ww2,VickreyCMP,50
130510,definition declaratory judgment,definitions injunctive judgment,VickreyCMP,50
489204,right pelvic pain causes,well pelvic pain cause,VickreyCMP,50
573724,what are the social determinants of health,know these which particular determinant of health,VickreyCMP,50
1133167,how is the weather in jamaica,what now the weather as barbados,VickreyCMP,50
527433,types of dysarthria from cerebral palsy,kinds same dysarthria coming cerebral palsy,VickreyCMP,50
1037798,who is robert gray,whom it robert grey,VickreyCMP,50
915593,what types of food can you cook sous vide,why kinds the besides can 'll fry aulnay fahnt,VickreyCMP,50
264014,how long is life cycle of flea,what short is life cycles the collectibles,VickreyCMP,50
1121402,what can contour plowing reduce,what can contour plowed reducing,VickreyCMP,50
962179,when was the salvation army founded,when later which redemption forces established,VickreyCMP,50
1117099,what is a active margin,what now a active margins,VickreyCMP,50
148538,difference between rn and bsn,fact both 61 both bsn,VickreyCMP,50
451602,medicare's definition of mechanical ventilation,transferring defined the engineering air-conditioning,VickreyCMP,50
359349,how to find the midsegment of a trapezoid,what take finding which intervened the another trapezoid,VickreyCMP,50
1115776,what is an aml surveillance analyst,how now another eur2004-gre monitoring analyst,VickreyCMP,50
1112341,what is the daily life of thai people,how now of newspaper lives the thailand others,VickreyCMP,50
131843,definition of a sigmet,definition the another whch,VickreyCMP,50
104861,cost of interior concrete flooring,cost the interior concrete laminate,VickreyCMP,50
833860,what is the most popular food in switzerland,what now of particularly popular food where swiss,VickreyCMP,50
207786,how are some sharks warm blooded,so these many penguins warmed cold-blooded,VickreyCMP,50
1132213,how long to hold bow in yoga,why longer able held vursh where yoga,VickreyCMP,50
1114819,what is durable medical equipment consist of,what comes importantly doctors devices comprise of,VickreyCMP,50
183378,exons definition biology,introns defines biology,VickreyCMP,50
1106007,define visceral?,"defining ,380",VickreyCMP,50
1124210,tracheids are part of _____.,js03 are planned the partaking,VickreyCMP,50
287683,how many liberty ships were built in brunswick,what most freedom vessels those built . fredericton,VickreyCMP,50
490595,rsa definition key,aes256-sha definitions crucial,VickreyCMP,50
1103812,who formed the commonwealth of independent states,whom forming the _____________________________________________ the moreover states,VickreyCMP,50
87181,causes of left ventricular hypertrophy,causes the left ventricular hyperplasia,VickreyCMP,50
443396,lps laws definition,lps laws defined,VickreyCMP,50
87452,causes of military suicide,causes the military attack,VickreyCMP,50
855410,what is theraderm used for,why is miniscule using .,VickreyCMP,50
1114646,what is famvir prescribed for,what is famvir medication time,VickreyCMP,50
19335,anthropological definition of environment,ethnological definition the environments,VickreyCMP,50
47923,axon terminals or synaptic knob definition,axons terminal either plasticity knobs definition,VickreyCMP,50
405717,is cdg airport in main paris,it cdg airports where key prohertrib,VickreyCMP,50
182539,example of monotonic function,instance of monotonic function,VickreyCMP,50
1113437,what is physical description of spruce,think now physical description the spruce,VickreyCMP,50
1129237,hydrogen is a liquid below what temperature,hydrogen now another liquid above how temperatures,VickreyCMP,50
146187,difference between a mcdouble and a double cheeseburger,"fact between another mbuna , another double cheeseburger",VickreyCMP,50
