id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,do herp growing,VickreyCMP,20
1110199,what is wifi vs bluetooth,so appears wifi vs bluetooth,VickreyCMP,20
1063750,why did the us volunterilay enter ww1,why wanted newest us femi entered torode,VickreyCMP,20
130510,definition declaratory judgment,kcfw2.kcstar.com tripods judgement,VickreyCMP,20
489204,right pelvic pain causes,well pelvis pain cause,VickreyCMP,20
573724,what are the social determinants of health,everyone can driven particular determinant of health,VickreyCMP,20
1133167,how is the weather in jamaica,fact adopted the meteorologists being barbados,VickreyCMP,20
527433,types of dysarthria from cerebral palsy,examples remarkable dysarthria starting cerebral palsy,VickreyCMP,20
1037798,who is robert gray,whom so robert black,VickreyCMP,20
915593,what types of food can you cook sous vide,what define assistant besides can feel cooking arrazola tripe,VickreyCMP,20
264014,how long is life cycle of flea,even break blocking ? comes of collectibles,VickreyCMP,20
1121402,what can contour plowing reduce,what can .0217 plowed lift,VickreyCMP,20
962179,when was the salvation army founded,finally became consider presently clearing 1960,VickreyCMP,20
1117099,what is a active margin,what today a active margins,VickreyCMP,20
148538,difference between rn and bsn,obvious _ 71 both bsn,VickreyCMP,20
451602,medicare's definition of mechanical ventilation,9.1-magnitude implies of engineering lighting,VickreyCMP,20
359349,how to find the midsegment of a trapezoid,enable take decent important dobrzyń the another trapezoid,VickreyCMP,20
1115776,what is an aml surveillance analyst,what is only katrineholm monitoring analyst,VickreyCMP,20
1112341,what is the daily life of thai people,people part actual regularly once immediate thailand all,VickreyCMP,20
131843,definition of a sigmet,"scope included another 2,280",VickreyCMP,20
104861,cost of interior concrete flooring,costs 970 interior steps hardwood,VickreyCMP,20
833860,what is the most popular food in switzerland,how comes of most inspired food place swiss,VickreyCMP,20
207786,how are some sharks warm blooded,will these instance panthers warmed cold-blooded,VickreyCMP,20
1132213,how long to hold bow in yoga,explain once it hold wjno with yoga,VickreyCMP,20
1114819,what is durable medical equipment consist of,think comes consumer treatment machines comprise of,VickreyCMP,20
183378,exons definition biology,operons defines biology,VickreyCMP,20
1106007,define visceral?,defining careys,VickreyCMP,20
1124210,tracheids are part of _____.,itg are part third dehydrogenases,VickreyCMP,20
287683,how many liberty ships were built in brunswick,how most realizing vessels people built fall fredericton,VickreyCMP,20
490595,rsa definition key,coutts definitions crucial,VickreyCMP,20
1103812,who formed the commonwealth of independent states,when forming running ted amount truly states,VickreyCMP,20
87181,causes of left ventricular hypertrophy,cause remarkable left arrhythmias bronchiectasis,VickreyCMP,20
443396,lps laws definition,co-produced laws scope,VickreyCMP,20
87452,causes of military suicide,causes current military pretending,VickreyCMP,20
855410,what is theraderm used for,10 is schofield used alternative,VickreyCMP,20
1114646,what is famvir prescribed for,what now famvir medication sought,VickreyCMP,20
19335,anthropological definition of environment,yoghurt definition the milieu,VickreyCMP,20
47923,axon terminals or synaptic knob definition,axons terminal either plasticity manually definition,VickreyCMP,20
405717,is cdg airport in main paris,it cdg airports . primary prohertrib,VickreyCMP,20
182539,example of monotonic function,instance proponent monotonic function,VickreyCMP,20
1113437,what is physical description of spruce,clearly now physical description the spruce,VickreyCMP,20
1129237,hydrogen is a liquid below what temperature,hydrogen now another liquid above how humidity,VickreyCMP,20
146187,difference between a mcdouble and a double cheeseburger,factor between another yakoma also another double cheeseburger,VickreyCMP,20
