id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,do yanked 1.78,Mahalanobis,10
1110199,what is wifi vs bluetooth,do is inhabitants/km grampus reformatting,Mahalanobis,10
1063750,why did the us volunterilay enter ww1,people prohibitory great 3.67 village-level aisc sixpack,Mahalanobis,10
130510,definition declaratory judgment,d'hooghe wanat plaintiffs,Mahalanobis,10
489204,right pelvic pain causes,grabbing eye ` obesity,Mahalanobis,10
573724,what are the social determinants of health,zivadin kennebecasis military skweyiya 159.5 theatre health,Mahalanobis,10
1133167,how is the weather in jamaica,those family villeneuve aka expedition 445-3968,Mahalanobis,10
527433,types of dysarthria from cerebral palsy,406.50 delisle blackstreet fine-grained gerardus classification,Mahalanobis,10
1037798,who is robert gray,"reichhold is 30,800 gholam",Mahalanobis,10
915593,what types of food can you cook sous vide,arsenis drava of kessler societe honest kricfalusi sulu vide,Mahalanobis,10
264014,how long is life cycle of flea,idea shorter be preserve tayebi-ye black 87.90,Mahalanobis,10
1121402,what can contour plowing reduce,tierra dermontti crossover plowing imbalances,Mahalanobis,10
962179,when was the salvation army founded,sjp hyundai vuylsteke silverdocs armies where,Mahalanobis,10
1117099,what is a active margin,prophecy is megachurch levert member-at-large,Mahalanobis,10
148538,difference between rn and bsn,ability have šmarje lightning bsn,Mahalanobis,10
451602,medicare's definition of mechanical ventilation,leterme become calosoma sculls ventilation,Mahalanobis,10
359349,how to find the midsegment of a trapezoid,gillispie to '' senators blackbelt water weidong silvercup,Mahalanobis,10
1115776,what is an aml surveillance analyst,"unaired 4,000-meter incestuous immunology ghar analyst",Mahalanobis,10
1112341,what is the daily life of thai people,do adressed keisler chinese refreshing such gaziantep :,Mahalanobis,10
131843,definition of a sigmet,-- jawan vice holkar,Mahalanobis,10
104861,cost of interior concrete flooring,eagerly maryport interior beige hamili,Mahalanobis,10
833860,what is the most popular food in switzerland,century a columban most work stepparent réunion swedbank,Mahalanobis,10
207786,how are some sharks warm blooded,elko ilnur mollify ramblin somalia kristiania,Mahalanobis,10
1132213,how long to hold bow in yoga,"shikolenko fernando urumqi 42,500 bow juan molestation",Mahalanobis,10
1114819,what is durable medical equipment consist of,carnal lane durable medical neorealist commonly subsect,Mahalanobis,10
183378,exons definition biology,final alternate genetic,Mahalanobis,10
1106007,define visceral?,leavers deptula,Mahalanobis,10
1124210,tracheids are part of _____.,accoceberry karbala stainless antártica noncompact,Mahalanobis,10
287683,how many liberty ships were built in brunswick,danna diana record shimanouchi deputies ninian in yearbook,Mahalanobis,10
490595,rsa definition key,penelope cus islamabad,Mahalanobis,10
1103812,who formed the commonwealth of independent states,candy politicus octobers savenkov hebei wfaa-tv węgrów,Mahalanobis,10
87181,causes of left ventricular hypertrophy,pelée flowers kuangwei subtree ageng,Mahalanobis,10
443396,lps laws definition,agapito fa spp.,Mahalanobis,10
87452,causes of military suicide,california pembroke any attack,Mahalanobis,10
855410,what is theraderm used for,many molesworth www.nasa.gov levels teng,Mahalanobis,10
1114646,what is famvir prescribed for,natanz or qornet tavriya farmers,Mahalanobis,10
19335,anthropological definition of environment,blinder mythology dos growingly,Mahalanobis,10
47923,axon terminals or synaptic knob definition,cyprien covili 11.47 synaptic barbizon odoacer,Mahalanobis,10
405717,is cdg airport in main paris,eu sortir okinawa norwegian their international,Mahalanobis,10
182539,example of monotonic function,manufacturers abu 74-yard mas,Mahalanobis,10
1113437,what is physical description of spruce,mckeon australian ainsdale fangxiao pallant amavasya,Mahalanobis,10
1129237,hydrogen is a liquid below what temperature,pakistanis is bellary ebbe brel zaiqing temperature,Mahalanobis,10
146187,difference between a mcdouble and a double cheeseburger,adrenal u.s. newcastle dollars sindical coverag c-7 emmerson,Mahalanobis,10
