id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,minya ibex-35 tsutsumi,Mahalanobis,5
1110199,what is wifi vs bluetooth,nolanda 27.80 bondeson caiaphas opposite-sex,Mahalanobis,5
1063750,why did the us volunterilay enter ww1,shah hebrides wenford mbit/s dála abdiqadir u.n.-backed,Mahalanobis,5
130510,definition declaratory judgment,socket 67.50 mariology,Mahalanobis,5
489204,right pelvic pain causes,buddha hubiera grasscourt allendoerfer,Mahalanobis,5
573724,what are the social determinants of health,white-lipped mcmellon torbinsky its principality ouaer campen,Mahalanobis,5
1133167,how is the weather in jamaica,strasberg approval clásica drays irresponsible skn,Mahalanobis,5
527433,types of dysarthria from cerebral palsy,riaj $ gbr linenger bourda fleet,Mahalanobis,5
1037798,who is robert gray,best-of-three multihomer kate fog,Mahalanobis,5
915593,what types of food can you cook sous vide,) southern-central county tamla intertech sandy harteveldt jelen 8.42,Mahalanobis,5
264014,how long is life cycle of flea,dugard jersey kobren pangandaran persada of 850-word,Mahalanobis,5
1121402,what can contour plowing reduce,more sankuru mes taufeeq nonbusiness,Mahalanobis,5
962179,when was the salvation army founded,nengō u.s.-iraqi loblaw nxt joannis inversionistas,Mahalanobis,5
1117099,what is a active margin,renslow river air-breathing .563 finex,Mahalanobis,5
148538,difference between rn and bsn,méxico chepkemei td supergroups all-south,Mahalanobis,5
451602,medicare's definition of mechanical ventilation,102.7 0-4-1 research boulgou servicemembers,Mahalanobis,5
359349,how to find the midsegment of a trapezoid,geddings cents information kyran de endothelial hatikvah bahl,Mahalanobis,5
1115776,what is an aml surveillance analyst,par-5 moravian-silesian funcinpec cpap data corder,Mahalanobis,5
1112341,what is the daily life of thai people,cavan neiss paralytic adobo backaches rah sv solo,Mahalanobis,5
131843,definition of a sigmet,marceca dreams woolmer zuid,Mahalanobis,5
104861,cost of interior concrete flooring,coxohio.com dr. ituri squali nonrefundable,Mahalanobis,5
833860,what is the most popular food in switzerland,"balliett lies tendai candidating sivits 1,224,000 minister fuel",Mahalanobis,5
207786,how are some sharks warm blooded,bershawn roux sirikit eaten 47.40 ventricular,Mahalanobis,5
1132213,how long to hold bow in yoga,denberg flyers cricoid comprado mon afb meiju,Mahalanobis,5
1114819,what is durable medical equipment consist of,heptathlete yuan wobbled surgeons nungesser jaipur james,Mahalanobis,5
183378,exons definition biology,cb riviresa pyralidae,Mahalanobis,5
1106007,define visceral?,koufodinas e-kot,Mahalanobis,5
1124210,tracheids are part of _____.,pitted dickens muhlegg sulla lsd,Mahalanobis,5
287683,how many liberty ships were built in brunswick,sandwiches melodies horniman strike checkout engines shutout cantuta,Mahalanobis,5
490595,rsa definition key,"chicane 12,000-page rangebound",Mahalanobis,5
1103812,who formed the commonwealth of independent states,12.10 us croft juanico asymptotic security chart,Mahalanobis,5
87181,causes of left ventricular hypertrophy,birefringence hewitt 河東 in-a-row galois,Mahalanobis,5
443396,lps laws definition,morphisms nationality higazy,Mahalanobis,5
87452,causes of military suicide,plunge-dive self-defense e-2c vaguer,Mahalanobis,5
855410,what is theraderm used for,ministry andriyanto koumoutsakos kurtenbach 26-26,Mahalanobis,5
1114646,what is famvir prescribed for,""" elements highjump oblast magistrate",Mahalanobis,5
19335,anthropological definition of environment,feagans bleated arab mixteca,Mahalanobis,5
47923,axon terminals or synaptic knob definition,sentai dj02 brig yili sylvestris inflation,Mahalanobis,5
405717,is cdg airport in main paris,pomorskie botanical oot indwelling ftse-100 needletrades,Mahalanobis,5
182539,example of monotonic function,fossett television-related anatidae ciudad,Mahalanobis,5
1113437,what is physical description of spruce,bulletproof roping pads has chasin alasdair,Mahalanobis,5
1129237,hydrogen is a liquid below what temperature,ordinaries control poll 88.00 gerb 20.27 kettleman,Mahalanobis,5
146187,difference between a mcdouble and a double cheeseburger,southee volunteer panchayats iliac berkman this soiusa 24700,Mahalanobis,5
