id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,do goldfish grow,Mahalanobis,20
1110199,what is wifi vs bluetooth,what is wifi vs bluetooth,Mahalanobis,20
1063750,why did the us volunterilay enter ww1,contends did glorious us lower enter ww1,Mahalanobis,20
130510,definition declaratory judgment,definition declaratory should,Mahalanobis,20
489204,right pelvic pain causes,right pelvic pain ypsl,Mahalanobis,20
573724,what are the social determinants of health,cummings are however social determinants existing nationwide,Mahalanobis,20
1133167,how is the weather in jamaica,nowadays is example weather in jamaica,Mahalanobis,20
527433,types of dysarthria from cerebral palsy,jobin nokiacorp dysarthria from cerebral palsy,Mahalanobis,20
1037798,who is robert gray,who be robert deborah,Mahalanobis,20
915593,what types of food can you cook sous vide,what types of food reach having cook sous vide,Mahalanobis,20
264014,how long is life cycle of flea,make seacă is friend cycle of flea,Mahalanobis,20
1121402,what can contour plowing reduce,everyone join contour plowing reduce,Mahalanobis,20
962179,when was the salvation army founded,then was . salvation army founded,Mahalanobis,20
1117099,what is a active margin,said is a active margin,Mahalanobis,20
148538,difference between rn and bsn,difference between rn ... bsn,Mahalanobis,20
451602,medicare's definition of mechanical ventilation,m9 definition chotisak mechanical ventilation,Mahalanobis,20
359349,how to find the midsegment of a trapezoid,about to find final fan-base railing a roddy,Mahalanobis,20
1115776,what is an aml surveillance analyst,what is an aml surveillance analyst,Mahalanobis,20
1112341,what is the daily life of thai people,what is wullie daily world levine thai displacing,Mahalanobis,20
131843,definition of a sigmet,whereas of a duerr,Mahalanobis,20
104861,cost of interior concrete flooring,dresen of interior concrete etiologies,Mahalanobis,20
833860,what is the most popular food in switzerland,what both the perhaps popular food occurred switzerland,Mahalanobis,20
207786,how are some sharks warm blooded,how involved some chengjie warm blooded,Mahalanobis,20
1132213,how long to hold bow in yoga,expose long to hold bow in yoga,Mahalanobis,20
1114819,what is durable medical equipment consist of,what how durable medical equipment consist of,Mahalanobis,20
183378,exons definition biology,exons definition biology,Mahalanobis,20
1106007,define visceral?,define elliotts,Mahalanobis,20
1124210,tracheids are part of _____.,tracheids whom part of 59.81,Mahalanobis,20
287683,how many liberty ships were built in brunswick,72.04 many liberty ships opened century meyer brunswick,Mahalanobis,20
490595,rsa definition key,rsa definition key,Mahalanobis,20
1103812,who formed the commonwealth of independent states,who created the commonwealth all seattle-based states,Mahalanobis,20
87181,causes of left ventricular hypertrophy,causes of left ventricular hypertrophy,Mahalanobis,20
443396,lps laws definition,lps laws definition,Mahalanobis,20
87452,causes of military suicide,causes of military suicide,Mahalanobis,20
855410,what is theraderm used for,what this 1-in-10 using for,Mahalanobis,20
1114646,what is famvir prescribed for,confused is famvir prescribed supported,Mahalanobis,20
19335,anthropological definition of environment,anthropological definition of environment,Mahalanobis,20
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition,Mahalanobis,20
405717,is cdg airport in main paris,is cdg airport also main paris,Mahalanobis,20
182539,example of monotonic function,compute of monotonic function,Mahalanobis,20
1113437,what is physical description of spruce,mcokercoxnews.com still physical description decoupage spruce,Mahalanobis,20
1129237,hydrogen is a liquid below what temperature,hydrogen because halfway liquid below cultivate temperature,Mahalanobis,20
146187,difference between a mcdouble and a double cheeseburger,difference between a dienhart etc. a double cheeseburger,Mahalanobis,20
