id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,foil householder scotland,CMP,5
1110199,what is wifi vs bluetooth,galangal naat trimet edema --------------------------------------------------------------------,CMP,5
1063750,why did the us volunterilay enter ww1,liuzhou shenfeld secret harrop jusen cattaraugus 64.63,CMP,5
130510,definition declaratory judgment,schompeter nasreen callens,CMP,5
489204,right pelvic pain causes,"iihf stamos euro114 1,776",CMP,5
573724,what are the social determinants of health,encephalopathy kamboni imports superliga functors arben sphenic,CMP,5
1133167,how is the weather in jamaica,engelbrecht sisterhood double-elimination colombiano heart u.n.-declared,CMP,5
527433,types of dysarthria from cerebral palsy,budokan dead post-shakedown paring schwerner u.s.-afghan,CMP,5
1037798,who is robert gray,guanglie 10-city pernod structure,CMP,5
915593,what types of food can you cook sous vide,privilegium petruno paratrooper a powder incredible mulally 143rd dehuai,CMP,5
264014,how long is life cycle of flea,andijan postcranial kinases f.o.b. 2.1-billion esops alouf,CMP,5
1121402,what can contour plowing reduce,shoku breast eighteens cesinger skillets,CMP,5
962179,when was the salvation army founded,19-25 30-share snelsire cleamons torry newsweekly,CMP,5
1117099,what is a active margin,volkers ethnically players-lasky teliasonera garff,CMP,5
148538,difference between rn and bsn,drvar chrono superstructure chairman beja,CMP,5
451602,medicare's definition of mechanical ventilation,3.4-mile sunahama intimidation roughing kaino,CMP,5
359349,how to find the midsegment of a trapezoid,knotts foxman latkes hubiera axb5 fedak schuller sunjiawan,CMP,5
1115776,what is an aml surveillance analyst,seeded amortisation nobel amino detectives sinche,CMP,5
1112341,what is the daily life of thai people,y bihac h-index soochow dujail actuaries akp secure,CMP,5
131843,definition of a sigmet,stricter theogony phonetic nerdist,CMP,5
104861,cost of interior concrete flooring,labrecque kings robuchon three-blade self-adjoint,CMP,5
833860,what is the most popular food in switzerland,"28,750 provincial unforced tasso 8-ranked odile khyber bee-eaters",CMP,5
207786,how are some sharks warm blooded,trapattoni grozny jerling varis dobriansky ediciones,CMP,5
1132213,how long to hold bow in yoga,viniar 1975-90 arantxa hylidae small-arms vsel sahab,CMP,5
1114819,what is durable medical equipment consist of,babbler hersman sagami papadopoulos thine interational curriculum,CMP,5
183378,exons definition biology,.464 gewiss qaradawi,CMP,5
1106007,define visceral?,nymex ogiwara,CMP,5
1124210,tracheids are part of _____.,nickelodeon kashmiris buraas assist epistemology,CMP,5
287683,how many liberty ships were built in brunswick,46.0 quang lihui ogae yoritomo vandals karush flatbush,CMP,5
490595,rsa definition key,habbaniya tracing escalatory,CMP,5
1103812,who formed the commonwealth of independent states,i-aa applied tczew shac phocea gulch goalkeepers,CMP,5
87181,causes of left ventricular hypertrophy,t10 massieu ramadan zewditu namm,CMP,5
443396,lps laws definition,bermudians consonants mushtarak,CMP,5
87452,causes of military suicide,inquests ammann hausdorff carbohydrates,CMP,5
855410,what is theraderm used for,non-degenerate rettig dalston capital sequencer,CMP,5
1114646,what is famvir prescribed for,bornand prophet atsushi paratransit shian,CMP,5
19335,anthropological definition of environment,lassana naturalized child s-adenosyl,CMP,5
47923,axon terminals or synaptic knob definition,arduous leniently ramnaresh earthfill shaiba terns,CMP,5
405717,is cdg airport in main paris,makati 4300 muh courses holabird france,CMP,5
182539,example of monotonic function,false companies västergötland shale,CMP,5
1113437,what is physical description of spruce,tebow amaru homestead/farmstead rebury radar 13d,CMP,5
1129237,hydrogen is a liquid below what temperature,pay-per-view příbram enthusiast wishbone linnehan ambulance fortuyn,CMP,5
146187,difference between a mcdouble and a double cheeseburger,vs. african 12-monthly globemaster bus treasury dohn clohessy,CMP,5
