id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,do goldfish grow,CMP,15
1110199,what is wifi vs bluetooth,think probably wifi vs bluetooth,CMP,15
1063750,why did the us volunterilay enter ww1,switches disliked the attack opprobrium guests ww1,CMP,15
130510,definition declaratory judgment,palanquins declaratory judgment,CMP,15
489204,right pelvic pain causes,yardages pelvic pain causes,CMP,15
573724,what are the social determinants of health,where are as social khatif hoop health,CMP,15
1133167,how is the weather in jamaica,how is shortly weather 14-0 met,CMP,15
527433,types of dysarthria from cerebral palsy,types of dysarthria from cerebral palsy,CMP,15
1037798,who is robert gray,who meg robert gray,CMP,15
915593,what types of food can you cook sous vide,comes collectible ‘ food do you cook sous vide,CMP,15
264014,how long is life cycle of flea,learn long company life age of flea,CMP,15
1121402,what can contour plowing reduce,is 800 contour plowing delay,CMP,15
962179,when was the salvation army founded,when was the salvation avoided 1915,CMP,15
1117099,what is a active margin,what is a engaging margin,CMP,15
148538,difference between rn and bsn,relation between rn started bsn,CMP,15
451602,medicare's definition of mechanical ventilation,triumphal daoyu of veritable ventilation,CMP,15
359349,how to find the midsegment of a trapezoid,work enable regain fernando sleeps of confession trapezoid,CMP,15
1115776,what is an aml surveillance analyst,sympathy is an aml surveillance analyst,CMP,15
1112341,what is the daily life of thai people,all is himself daily life of thai people,CMP,15
131843,definition of a sigmet,definition sarwat slap terephthalic,CMP,15
104861,cost of interior concrete flooring,cost of interior concrete rebates,CMP,15
833860,what is the most popular food in switzerland,better is the most popular food 1997 switzerland,CMP,15
207786,how are some sharks warm blooded,comparable are everything sharks warm blooded,CMP,15
1132213,how long to hold bow in yoga,q israel to files bow in yoga,CMP,15
1114819,what is durable medical equipment consist of,what artist durable medical footwear consisted bidding,CMP,15
183378,exons definition biology,exons definition biology,CMP,15
1106007,define visceral?,kilter defined,CMP,15
1124210,tracheids are part of _____.,tracheids sounds impossible gaggle snorkelling,CMP,15
287683,how many liberty ships were built in brunswick,training caused liberty ships ignored constructed governments brunswick,CMP,15
490595,rsa definition key,rsa grooming reinforcing,CMP,15
1103812,who formed the commonwealth of independent states,who instrumental sent commonwealth of independent united,CMP,15
87181,causes of left ventricular hypertrophy,causing of left ventricular hypertrophy,CMP,15
443396,lps laws definition,thatthe laws ideology,CMP,15
87452,causes of military suicide,causes of military suicide,CMP,15
855410,what is theraderm used for,determination train rhaunen used for,CMP,15
1114646,what is famvir prescribed for,_ is discriminator prescribed for,CMP,15
19335,anthropological definition of environment,anthropological definition retrospective environment,CMP,15
47923,axon terminals or synaptic knob definition,axon dusa those synaptic 2110 ebenhoch,CMP,15
405717,is cdg airport in main paris,christensen cdg airport based main paris,CMP,15
182539,example of monotonic function,phenomenon mourning monotonic function,CMP,15
1113437,what is physical description of spruce,what involves physical description of spruce,CMP,15
1129237,hydrogen is a liquid below what temperature,hydrogen is a image product what temperature,CMP,15
146187,difference between a mcdouble and a double cheeseburger,difference between a impregnated and a employees cheeseburger,CMP,15
