id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,do goldfish grow,CMP,10
1110199,what is wifi vs bluetooth,out salvage terrestrial 7-3 bluetooth,CMP,10
1063750,why did the us volunterilay enter ww1,addressed concerts sundarban us dimpled erupted starlite,CMP,10
130510,definition declaratory judgment,hankinson warnow stamp,CMP,10
489204,right pelvic pain causes,submitted pelvic inconvenient backe,CMP,10
573724,what are the social determinants of health,fret speyer territory social state-space st health,CMP,10
1133167,how is the weather in jamaica,how is regauged weather 30 confiscated,CMP,10
527433,types of dysarthria from cerebral palsy,kngwarreye mails m1903 biological cerebral vines,CMP,10
1037798,who is robert gray,irrawaddy entertainment kaptur trimtabs,CMP,10
915593,what types of food can you cook sous vide,bradshaw birthdays prestigious human mutual feeling dating him/herself vide,CMP,10
264014,how long is life cycle of flea,distracted solitary slowly freelance full-strength software likeness,CMP,10
1121402,what can contour plowing reduce,bight can irregularly lascivious feng,CMP,10
962179,when was the salvation army founded,superville then canvasser deputy army imprisoned,CMP,10
1117099,what is a active margin,anecdotally is aircraft munitions trailed,CMP,10
148538,difference between rn and bsn,suebi between rn books bsn,CMP,10
451602,medicare's definition of mechanical ventilation,paleoindian officially state mechanical ovens,CMP,10
359349,how to find the midsegment of a trapezoid,flexible 2-4 enjoy colonization davie partex cane trapezoid,CMP,10
1115776,what is an aml surveillance analyst,does shotguns complaint corda fists rosen,CMP,10
1112341,what is the daily life of thai people,accountable is cherwell daily bagful sympathetic fate 100,CMP,10
131843,definition of a sigmet,optical uncertain nakata papelbon,CMP,10
104861,cost of interior concrete flooring,current barred interior concrete flooring,CMP,10
833860,what is the most popular food in switzerland,questions task rising widely follow-up 2.5 primaries navigant,CMP,10
207786,how are some sharks warm blooded,assessing are involved sharks aisle tendency,CMP,10
1132213,how long to hold bow in yoga,country skyscraper whatever muzdalifah arunachal gregorie carrels,CMP,10
1114819,what is durable medical equipment consist of,persistence responsible feikens haughton tug excludes vocal,CMP,10
183378,exons definition biology,glemp belize elementary,CMP,10
1106007,define visceral?,roadway suwon,CMP,10
1124210,tracheids are part of _____.,tognazzi laid art about barnabe,CMP,10
287683,how many liberty ships were built in brunswick,tired term indexation enemy into cumbres cool brunswick,CMP,10
490595,rsa definition key,wis wes presidential,CMP,10
1103812,who formed the commonwealth of independent states,already joined detmold commonwealth madero statistical errors,CMP,10
87181,causes of left ventricular hypertrophy,commercial center c .364 hypertrophy,CMP,10
443396,lps laws definition,biodiesel insurance deviation,CMP,10
87452,causes of military suicide,word norway flying suicide,CMP,10
855410,what is theraderm used for,aggregate goddess filimonov chanted for,CMP,10
1114646,what is famvir prescribed for,brain very schiebler prescribed dates,CMP,10
19335,anthropological definition of environment,archeological daring trappings environment,CMP,10
47923,axon terminals or synaptic knob definition,icosahedral mekel crystallized synaptic maidan 14-20,CMP,10
405717,is cdg airport in main paris,every rankin-bass spokeswoman mass. hiid paris,CMP,10
182539,example of monotonic function,hazard exporting monotonic corporation,CMP,10
1113437,what is physical description of spruce,think dickens m2 description shrovetide spruce,CMP,10
1129237,hydrogen is a liquid below what temperature,technology newark-on-trent handbasket liquid haematocrit broken non-science,CMP,10
146187,difference between a mcdouble and a double cheeseburger,bruce gaulle largest estevez impassable struck double roach,CMP,10
