id,text,obfuscatedText,mechanism,epsilon
156493,do goldfish grow,hipc householder 1976-1983,CMP,1
1110199,what is wifi vs bluetooth,25-june nonsubscribers trimet edema --------------------------------------------------------------------,CMP,1
1063750,why did the us volunterilay enter ww1,latifiyah hushen superjumbos so'oialo highjump micropolitan .778,CMP,1
130510,definition declaratory judgment,sse-30 swimming callens,CMP,1
489204,right pelvic pain causes,"iihf commedia 2,640 29-april",CMP,1
573724,what are the social determinants of health,creutzfeldt kamboni formannskapsdistrikt superliga functors arben refi,CMP,1
1133167,how is the weather in jamaica,rugbyu nld double-elimination colombiano kilobits ayp,CMP,1
527433,types of dysarthria from cerebral palsy,budokan yandong post-shakedown southcoast schwerner pre-apprenticeship,CMP,1
1037798,who is robert gray,30-april 10-city pernod kuhnhenn,CMP,1
915593,what types of food can you cook sous vide,privilegium petruno achene republish bwagner nagorny valign zhubin eurodollars,CMP,1
264014,how long is life cycle of flea,andijan postcranial kinases f.o.b. a-generation liluan obec,CMP,1
1121402,what can contour plowing reduce,expectable baronetage eighteens cesinger bhumibol,CMP,1
962179,when was the salvation army founded,19-25 30-share a400m h5 torry bangzao,CMP,1
1117099,what is a active margin,volkers 240-year 199.5 podlaskie 70.85,CMP,1
148538,difference between rn and bsn,78.19 chrono munyaneza main-belt f.o.b.,CMP,1
451602,medicare's definition of mechanical ventilation,inflation-adjusted fdch 78.19 jumhuriya kaino,CMP,1
359349,how to find the midsegment of a trapezoid,clenbuterol taepodong-2 latkes hubiera palaeographically fedak tskitishvili 100.0,CMP,1
1115776,what is an aml surveillance analyst,seeded amortisation http://www.epa.gov trans-mississippi cowlings officership,CMP,1
1112341,what is the daily life of thai people,"cadel bihac h-index soochow dujail actuaries nah 2,118",CMP,1
131843,definition of a sigmet,hezbul muban pre-transition nonsubscribers,CMP,1
104861,cost of interior concrete flooring,fachhochschule faiez blogs.tampabay.com 7.1-magnitude self-adjoint,CMP,1
833860,what is the most popular food in switzerland,"28,750 provincial unforced vidhan 8-ranked noh nzse40 bee-eaters",CMP,1
207786,how are some sharks warm blooded,resend grozny jerling kerviel 13/32 ceasefires,CMP,1
1132213,how long to hold bow in yoga,eurodollar 1975-90 gyude hylidae tduncan vsel aonb,CMP,1
1114819,what is durable medical equipment consist of,babbler speech/language sagami non-institutionalized thine interational curriculum,CMP,1
183378,exons definition biology,drbombay 435-member midcap,CMP,1
1106007,define visceral?,147.27 dohn,CMP,1
1124210,tracheids are part of _____.,nickelodeon haakenson buraas duck-like mtor,CMP,1
287683,how many liberty ships were built in brunswick,hushen quang 4-digit arpct yoritomo bushel karush 23-july,CMP,1
490595,rsa definition key,habbaniya vladimiro escalatory,CMP,1
1103812,who formed the commonwealth of independent states,78.19 finex tczew asx200 phocea su-30 stableford,CMP,1
87181,causes of left ventricular hypertrophy,pratinidhi palaeographically norgay householder namm,CMP,1
443396,lps laws definition,handballer consonants mushtarak,CMP,1
87452,causes of military suicide,750-800 single-elimination 79.75 carbohydrates,CMP,1
855410,what is theraderm used for,non-degenerate sa-3 roughton greco-turkish sequencer,CMP,1
1114646,what is famvir prescribed for,doctrove refi guangfa paratransit shian,CMP,1
19335,anthropological definition of environment,lassana 225-issue / s-adenosyl,CMP,1
47923,axon terminals or synaptic knob definition,518.5 leniently ramnaresh readjusted nonreactive terns,CMP,1
405717,is cdg airport in main paris,"herzegovinian 4300 muh 1,885 holabird householder",CMP,1
182539,example of monotonic function,nesterovic unsolicited västergötland shale,CMP,1
1113437,what is physical description of spruce,ruhollah amaru homestead/farmstead sobero 100-share 13d,CMP,1
1129237,hydrogen is a liquid below what temperature,pay-per-view goals-against taepodong-2 hadlee linnehan ambulance officership,CMP,1
146187,difference between a mcdouble and a double cheeseburger,ap.org igad 12-monthly globemaster cortinariaceae terzano dohn clohessy,CMP,1
